timestamp,categorie,code_postal,premiere_visite,comment_avez_vous_entendu_parler_de_nous
2020/11/19 3:54:50 PM EST,Grands-parents,G1p4e8,Non,"Famille, amis, collègues (etc.)"
2020/11/19 4:07:00 PM EST,Parents avec jeunes enfants,G1p3k1,Oui,"Famille, amis, collègues (etc.)"
2020/11/20 10:23:21 AM EST,Parents avec jeunes enfants,G1p3k1,Oui,"Famille, amis, collègues (etc.)"
2020/11/20 10:23:44 AM EST,Parents avec jeunes enfants,G3m2w1,Non,"Famille, amis, collègues (etc.)"
2020/11/20 10:37:27 AM EST,Grands-parents,G5v3r8,Non,Google 
2020/11/20 10:50:51 AM EST,Parents avec jeunes enfants,G1v1x4,Non,"Famille, amis, collègues (etc.)"
2020/11/20 10:56:30 AM EST,Parents avec jeunes enfants,G1y1s6,Non,Google 
2020/11/20 11:26:38 AM EST,Parents avec jeunes enfants,G3n0n8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/20 11:42:43 AM EST,Parents avec jeunes enfants,G2b0g1,Non,"Famille, amis, collègues (etc.)"
2020/11/20 12:06:43 PM EST,Parents avec jeunes enfants,G6j1w7,Oui,Radio
2020/11/20 12:20:21 PM EST,Parents avec jeunes enfants,G7a1y8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/20 12:40:37 PM EST,Parents avec jeunes enfants,G3h0n9,Non,"Famille, amis, collègues (etc.)"
2020/11/20 1:47:23 PM EST,Parents,G1s2w3,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/20 2:15:29 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G1p1k1,Non,En  passant
2020/11/20 2:26:25 PM EST,Parents avec jeunes enfants,G1s3a4,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/20 2:29:11 PM EST,Grands-parents,G1p2g5,Non,"Famille, amis, collègues (etc.)"
2020/11/20 2:35:21 PM EST,Parents avec jeunes enfants,G3k1b1,Non,"Famille, amis, collègues (etc.)"
2020/11/20 3:02:26 PM EST,Parents avec jeunes enfants,G2a4g9,Oui,Google 
2020/11/20 3:09:43 PM EST,Parents avec jeunes enfants,G0a1a0,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/20 3:13:50 PM EST,Parents avec jeunes enfants,G1y2r8,Non,"Famille, amis, collègues (etc.)"
2020/11/20 3:15:38 PM EST,Parents avec jeunes enfants,G2G 0G4,Non,Radio
2020/11/20 3:42:28 PM EST,Grands-parents,G1m3t4,Non,Journaux 
2020/11/20 3:57:12 PM EST,Parents avec jeunes enfants,G1n3n3,Non,"Famille, amis, collègues (etc.)"
2020/11/20 4:16:43 PM EST,Grands-parents,G3a1p5,Oui,"Famille, amis, collègues (etc.)"
2020/11/20 4:20:04 PM EST,Grands-parents,G1X 2M9,Oui,Dans le secteur
2020/11/20 4:23:43 PM EST,Parents avec jeunes enfants,G2e4t8,Non,Radio
2020/11/21 10:06:43 AM EST,Parents avec jeunes enfants,G2e4t8,Non,Radio
2020/11/21 10:06:44 AM EST,Grands-parents,G3a1p5,Oui,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:44 AM EST,Parents avec jeunes enfants,G1n3n3,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:45 AM EST,Grands-parents,G1m3t4,Non,Journaux 
2020/11/21 10:06:46 AM EST,Parents avec jeunes enfants,G1y2r8,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:47 AM EST,Parents avec jeunes enfants,G0a1a0,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/21 10:06:47 AM EST,Parents avec jeunes enfants,G2a4g9,Oui,Google 
2020/11/21 10:06:48 AM EST,Parents avec jeunes enfants,G3k1b1,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:48 AM EST,Grands-parents,G1p2g5,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:49 AM EST,Parents avec jeunes enfants,G1s3a4,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/21 10:06:49 AM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G1p1k1,Non,En  passant
2020/11/21 10:06:50 AM EST,Parents avec jeunes enfants,G3h0n9,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:50 AM EST,Parents avec jeunes enfants,G7a1y8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/21 10:06:51 AM EST,Parents avec jeunes enfants,G6j1w7,Oui,Radio
2020/11/21 10:06:52 AM EST,Parents avec jeunes enfants,G2b0g1,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:52 AM EST,Parents avec jeunes enfants,G3n0n8,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/21 10:06:54 AM EST,Parents avec jeunes enfants,G1y1s6,Non,Google 
2020/11/21 10:06:54 AM EST,Parents avec jeunes enfants,G1v1x4,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:55 AM EST,Grands-parents,G5v3r8,Non,Google 
2020/11/21 10:06:56 AM EST,Parents avec jeunes enfants,G3m2w1,Non,"Famille, amis, collègues (etc.)"
2020/11/21 10:06:56 AM EST,Parents avec jeunes enfants,G1p3k1,Oui,"Famille, amis, collègues (etc.)"
2020/11/21 11:50:58 AM EST,Grands-parents,G1X 2M9,Oui,Dans le secteur
2020/11/21 11:51:18 AM EST,Parents avec jeunes enfants,G2G 0G4,Non,Radio
2020/11/21 11:51:19 AM EST,Parents,G1s2w3,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/24 10:17:26 AM EST,Grands-parents,G1m2b8,Non,"Famille, amis, collègues (etc.)"
2020/11/24 10:27:31 AM EST,Parents avec jeunes enfants,G7a0h8,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/24 11:01:02 AM EST,Parents avec jeunes enfants,G2k1l1,Non,"Famille, amis, collègues (etc.)"
2020/11/24 11:02:51 AM EST,Parents avec jeunes enfants,G7a0h8,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/24 11:03:08 AM EST,Parents avec jeunes enfants,G2e1t8,Oui,"Famille, amis, collègues (etc.)"
2020/11/24 11:21:14 AM EST,Parents avec jeunes enfants,G1m2n5,Non,"Famille, amis, collègues (etc.)"
2020/11/24 11:30:46 AM EST,Parents avec jeunes enfants,G1e0k2,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/24 11:32:37 AM EST,Parents avec jeunes enfants,G1c3a6,Oui,"Famille, amis, collègues (etc.)"
2020/11/24 11:42:27 AM EST,Parents avec jeunes enfants,G7a3l6,Non,"Famille, amis, collègues (etc.)"
2020/11/24 11:55:28 AM EST,Grands-parents,G0r2w0,Non,"Famille, amis, collègues (etc.)"
2020/11/24 12:15:48 PM EST,Parents avec jeunes enfants,G1g0g6,Non,"Famille, amis, collègues (etc.)"
2020/11/24 12:21:51 PM EST,Grands-parents,G1c3w3,Non,"Famille, amis, collègues (etc.)"
2020/11/24 12:38:41 PM EST,Parents avec jeunes enfants,G1x2w5,Non,"Famille, amis, collègues (etc.)"
2020/11/24 1:41:57 PM EST,Parents avec jeunes enfants,G2k1l1,Non,"Famille, amis, collègues (etc.)"
2020/11/24 1:42:21 PM EST,Parents avec jeunes enfants,G6x2l4,Non,"Famille, amis, collègues (etc.)"
2020/11/24 1:59:56 PM EST,Parents avec jeunes enfants,G0a1h0,Oui,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/24 2:16:54 PM EST,Parents avec jeunes enfants,G1l3c8,Non,"Famille, amis, collègues (etc.)"
2020/11/24 2:38:23 PM EST,Parents avec jeunes enfants,G1v1b5,Oui,En passant 
2020/11/24 3:12:34 PM EST,Grands-parents,G1b4t9,Non,"Famille, amis, collègues (etc.)"
2020/11/24 3:34:31 PM EST,Grands-parents,G1w2a3,Non,"Famille, amis, collègues (etc.)"
2020/11/24 3:42:57 PM EST,Parents avec jeunes enfants,G1x4t1,Non,"Famille, amis, collègues (etc.)"
2020/11/24 4:14:17 PM EST,Grands-parents,G1v3s4,Oui,"Famille, amis, collègues (etc.)"
2020/11/25 10:25:32 AM EST,Grands-parents,G1v3s4,Oui,"Famille, amis, collègues (etc.)"
2020/11/25 10:26:32 AM EST,Parents avec jeunes enfants,G1r1j5,Oui,Toutou avec la police
2020/11/25 10:34:39 AM EST,Parents avec jeunes enfants,G1y3v2,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 10:39:34 AM EST,Parents avec jeunes enfants,G3j0a7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 11:14:47 AM EST,Grands-parents,G3h3r9,Non,"Famille, amis, collègues (etc.)"
2020/11/25 11:18:38 AM EST,Grands-parents,G3h3m5,Non,Berthe
2020/11/25 11:27:11 AM EST,Grands-parents,G3m0j1,Non,"Famille, amis, collègues (etc.)"
2020/11/25 11:59:55 AM EST,Parents avec jeunes enfants,G3n1b3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 12:22:54 PM EST,Parents avec jeunes enfants,G2m0e2,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 1:24:01 PM EST,Parents avec jeunes enfants,G0a2ko,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 1:43:39 PM EST,Grands-parents,G1s4z8,Non,"Famille, amis, collègues (etc.)"
2020/11/25 1:49:36 PM EST,Parents avec jeunes enfants,G2b5j7,Non,Google 
2020/11/25 2:20:37 PM EST,Parents avec jeunes enfants,G3l1n7,Non,"Famille, amis, collègues (etc.)"
2020/11/25 2:22:21 PM EST,Parents avec jeunes enfants,G3l1n7,Non,"Famille, amis, collègues (etc.)"
2020/11/25 2:29:16 PM EST,Parents avec jeunes enfants,G1e4w9,Oui,"Famille, amis, collègues (etc.)"
2020/11/25 2:37:05 PM EST,Parents avec jeunes enfants,G6x2l4,Non,"Famille, amis, collègues (etc.)"
2020/11/25 2:37:38 PM EST,Grands-parents,Goa2r0,Non,"Famille, amis, collègues (etc.)"
2020/11/25 3:38:25 PM EST,Grands-parents,G7a3m3,Non,En passant 
2020/11/25 3:44:09 PM EST,Grands-parents,G1x4e6,Oui,"Famille, amis, collègues (etc.)"
2020/11/25 4:03:12 PM EST,Parents avec jeunes enfants,G1j2k7,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/25 4:27:23 PM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G7a1j2,Non,"Famille, amis, collègues (etc.)"
2020/11/26 10:36:03 AM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G7a1j2,Non,"Famille, amis, collègues (etc.)"
2020/11/26 10:36:22 AM EST,Parents avec jeunes enfants,G3k0g5,Non,"Famille, amis, collègues (etc.)"
2020/11/26 11:08:36 AM EST,Parents avec jeunes enfants,Gg1x2k3,Non,"Famille, amis, collègues (etc.)"
2020/11/26 11:55:40 AM EST,Parents avec jeunes enfants,G1s4t9,Non,"Famille, amis, collègues (etc.)"
2020/11/26 12:13:37 PM EST,Grands-parents,G6w0t3,Non,"Famille, amis, collègues (etc.)"
2020/11/26 12:16:45 PM EST,Parents avec jeunes enfants,G1r1g3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 12:48:38 PM EST,Parents,G6j 1g4,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 12:57:06 PM EST,Parents,G1s 2g3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 1:23:17 PM EST,Grands-parents,G1x4e6,Oui,"Famille, amis, collègues (etc.)"
2020/11/26 2:01:51 PM EST,Parents avec jeunes enfants,G1s4t1,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 2:05:44 PM EST,Parents avec jeunes enfants,G2g2m8,Oui,Annie
2020/11/26 2:15:36 PM EST,Grands-parents,G3k1c7,Oui,Par Andréanne  Thibault
2020/11/26 2:57:48 PM EST,Parents avec jeunes enfants,G1m2y5,Non,"Famille, amis, collègues (etc.)"
2020/11/26 3:20:31 PM EST,Parents avec jeunes enfants,G3k0j4,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 3:52:20 PM EST,Parents avec jeunes enfants,G2n2e7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/26 4:15:51 PM EST,Parents avec jeunes enfants,G1p1a5,Oui,Orthophoniste
2020/11/27 10:23:36 AM EST,Parents avec jeunes enfants,G1p1a5,Oui,Orthophoniste
2020/11/27 10:24:00 AM EST,Parents avec jeunes enfants,G1x1j4,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/27 10:27:59 AM EST,Parents avec jeunes enfants,G1g1z3,Non,Radio
2020/11/27 11:12:11 AM EST,Parents,G6j1w8,Oui,Radio
2020/11/27 11:28:09 AM EST,Parents avec jeunes enfants,G3k2l5,Oui,"Famille, amis, collègues (etc.)"
2020/11/27 11:32:51 AM EST,Parents avec jeunes enfants,G3j1b9,Non,"Famille, amis, collègues (etc.)"
2020/11/27 11:40:07 AM EST,Parents avec jeunes enfants,G6j1h1,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/27 11:41:39 AM EST,Parents avec jeunes enfants,G1m2y5,Non,"Famille, amis, collègues (etc.)"
2020/11/27 12:18:34 PM EST,Parents avec jeunes enfants,G6v2s4,Non,Journaux 
2020/11/27 12:25:45 PM EST,Parents avec jeunes enfants,G1v1r5,Non,"Famille, amis, collègues (etc.)"
2020/11/27 12:30:55 PM EST,Parents avec jeunes enfants,G3k0r9,Non,"Famille, amis, collègues (etc.)"
2020/11/27 1:41:33 PM EST,Parents avec jeunes enfants,G3k0r9,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:13:47 PM EST,Parents avec jeunes enfants,G7a0p4,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:19:53 PM EST,Parents avec jeunes enfants,G6k1b4,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:26:48 PM EST,Célibataire,G0a3r0,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:37:24 PM EST,Grands-parents,G3a2r3,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:57:24 PM EST,Parents avec jeunes enfants,G1m2y5,Non,"Famille, amis, collègues (etc.)"
2020/11/27 2:58:04 PM EST,Parents avec jeunes enfants,G2e1b2,Non,"Famille, amis, collègues (etc.)"
2020/11/27 3:26:26 PM EST,Parents avec jeunes enfants,G3j1h4,Non,En passant
2020/11/28 9:50:37 AM EST,Parents avec jeunes enfants,G2e1b2,Non,"Famille, amis, collègues (etc.)"
2020/11/28 9:50:38 AM EST,Parents avec jeunes enfants,G6x2l4,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:28 AM EST,Parents avec jeunes enfants,G7a0p4,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:28 AM EST,Parents avec jeunes enfants,G3k0r9,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:28 AM EST,Parents avec jeunes enfants,G1v1r5,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:29 AM EST,Parents avec jeunes enfants,G6v2s4,Non,Journaux 
2020/11/28 11:09:31 AM EST,Parents avec jeunes enfants,G6j1h1,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:32 AM EST,Parents avec jeunes enfants,G3k2l5,Oui,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:33 AM EST,Parents,G6j1w8,Oui,Radio
2020/11/28 11:09:33 AM EST,Parents avec jeunes enfants,G1g1z3,Non,Radio
2020/11/28 11:09:35 AM EST,Parents avec jeunes enfants,G1x1j4,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:36 AM EST,Parents avec jeunes enfants,G1p1a5,Oui,Orthophoniste
2020/11/28 11:09:36 AM EST,Parents avec jeunes enfants,G2n2e7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:37 AM EST,Parents avec jeunes enfants,G3k0j4,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:37 AM EST,Grands-parents,G3k1c7,Oui,Par Andréanne  Thibault
2020/11/28 11:09:38 AM EST,Parents avec jeunes enfants,G2g2m8,Oui,Annie
2020/11/28 11:09:38 AM EST,Parents avec jeunes enfants,G1s4t1,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:39 AM EST,Parents avec jeunes enfants,G1r1g3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:39 AM EST,Grands-parents,G6w0t3,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:40 AM EST,Parents avec jeunes enfants,G1s4t9,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:40 AM EST,Parents avec jeunes enfants,Gg1x2k3,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:43 AM EST,Parents avec jeunes enfants,G3k0g5,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:43 AM EST,"Corporatif (enseignants, service-de-garde, garderies, etc.)",G7a1j2,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:44 AM EST,Parents avec jeunes enfants,G1j2k7,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:44 AM EST,Grands-parents,G7a3m3,Non,En passant 
2020/11/28 11:09:45 AM EST,Parents avec jeunes enfants,G1e4w9,Oui,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:45 AM EST,Parents avec jeunes enfants,G3l1n7,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:46 AM EST,Parents avec jeunes enfants,G3l1n7,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:46 AM EST,Parents avec jeunes enfants,G2b5j7,Non,Google 
2020/11/28 11:09:47 AM EST,Grands-parents,G1s4z8,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:48 AM EST,Parents avec jeunes enfants,G0a2ko,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:49 AM EST,Parents avec jeunes enfants,G2m0e2,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:49 AM EST,Parents avec jeunes enfants,G3n1b3,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:50 AM EST,Grands-parents,G3m0j1,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:50 AM EST,Grands-parents,G3h3m5,Non,Berthe
2020/11/28 11:09:51 AM EST,Grands-parents,G3h3r9,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:51 AM EST,Parents avec jeunes enfants,G3j0a7,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:52 AM EST,Parents avec jeunes enfants,G1y3v2,Non,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:09:52 AM EST,Parents avec jeunes enfants,G1r1j5,Oui,Toutou avec la police
2020/11/28 11:09:53 AM EST,Grands-parents,G1v3s4,Oui,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:53 AM EST,Parents avec jeunes enfants,G1x4t1,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:54 AM EST,Grands-parents,G1w2a3,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:55 AM EST,Grands-parents,G1b4t9,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:56 AM EST,Parents avec jeunes enfants,G1v1b5,Oui,En passant 
2020/11/28 11:09:56 AM EST,Parents avec jeunes enfants,G1l3c8,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:09:59 AM EST,Parents avec jeunes enfants,G0a1h0,Oui,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/28 11:10:00 AM EST,Parents avec jeunes enfants,G1x2w5,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:01 AM EST,Grands-parents,G1c3w3,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:01 AM EST,Parents avec jeunes enfants,G1g0g6,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:02 AM EST,Grands-parents,G0r2w0,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:02 AM EST,Parents avec jeunes enfants,G7a3l6,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:04 AM EST,Parents avec jeunes enfants,G1c3a6,Oui,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:05 AM EST,Parents avec jeunes enfants,G1e0k2,Oui,"Réseaux sociaux (Facebook, Instagram...)"
2020/11/28 11:10:06 AM EST,Parents avec jeunes enfants,G1m2n5,Non,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:06 AM EST,Parents avec jeunes enfants,G2e1t8,Oui,"Famille, amis, collègues (etc.)"
2020/11/28 11:10:07 AM EST,Parents avec jeunes enfants,G7a0h8,Non,"Événements (Conteneur de l'amour, parade des jouets, etc)"
2020/11/28 11:10:08 AM EST,Grands-parents,G1m2b8,Non,"Famille, amis, collègues (etc.)"
